,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28
265,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,25,1993,24,24,"2,076",1,0,0,0,5,0,0.04,0.00,0.04,0.04,0.04,0.3,0.3,0.1,0.01,0.01,0.02,0.01,0.02,Matches
266,Valentino Lazaro,at AUT,"DF,MF",Newcastle Utd,23,1996,13,4,480,1,0,0,0,0,1,0.19,0.00,0.19,0.19,0.19,0.4,0.4,0.2,0.08,0.04,0.12,0.08,0.12,Matches
267,Moritz Leitner,de GER,MF,Norwich City,26,1992,9,7,685,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.3,0.02,0.05,0.07,0.02,0.07,Matches
268,Florian Lejeune,fr FRA,DF,Newcastle Utd,28,1991,6,4,442,2,0,0,0,0,0,0.41,0.00,0.41,0.41,0.41,0.5,0.5,0.1,0.10,0.01,0.11,0.10,0.11,Matches
269,Aaron Lennon,eng ENG,MF,Burnley,32,1987,16,4,496,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.02,0.02,0.00,0.02,Matches
270,Bernd Leno,de GER,GK,Arsenal,27,1992,30,30,"2,649",0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
271,Jefferson Lerma,co COL,MF,Bournemouth,24,1994,33,31,"2,703",1,2,0,0,13,1,0.03,0.07,0.10,0.03,0.10,1.3,1.3,1.8,0.04,0.06,0.10,0.04,0.10,Matches
272,Jamal Lewis,nir NIR,DF,Norwich City,21,1998,28,25,"2,304",1,0,0,0,4,0,0.04,0.00,0.04,0.04,0.04,0.3,0.3,1.0,0.01,0.04,0.05,0.01,0.05,Matches
273,Victor Lindelöf,se SWE,DF,Manchester Utd,25,1994,35,35,"3,092",1,0,0,0,6,0,0.03,0.00,0.03,0.03,0.03,0.4,0.4,0.3,0.01,0.01,0.02,0.01,0.02,Matches
274,Jesse Lingard,eng ENG,"MF,FW",Manchester Utd,26,1992,22,9,935,1,0,0,0,3,0,0.10,0.00,0.10,0.10,0.10,2.7,2.7,0.9,0.26,0.09,0.35,0.26,0.35,Matches
275,Hugo Lloris,fr FRA,GK,Tottenham,32,1986,21,21,"1,807",0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
276,Giovani Lo Celso,ar ARG,"MF,FW",Tottenham,23,1996,28,15,"1,492",0,2,0,0,6,0,0.00,0.12,0.12,0.00,0.12,1.3,1.3,2.0,0.08,0.12,0.20,0.08,0.20,Matches
277,Jürgen Locadia,nl NED,"MF,FW",Brighton,25,1993,2,1,86,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.28,0.00,0.28,0.28,0.28,Matches
278,Ruben Loftus-Cheek,eng ENG,"MF,FW",Chelsea,23,1996,7,2,208,0,1,0,0,0,0,0.00,0.43,0.43,0.00,0.43,0.5,0.5,0.2,0.24,0.10,0.34,0.24,0.34,Matches
279,Kevin Long,ie IRL,DF,Burnley,28,1990,8,6,564,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.03,0.00,0.03,0.03,0.03,Matches
280,Shane Long,ie IRL,FW,Southampton,32,1987,26,15,"1,395",2,2,0,0,0,0,0.13,0.13,0.26,0.13,0.26,4.7,4.7,1.4,0.31,0.09,0.40,0.31,0.40,Matches
281,Matthew Longstaff,eng ENG,MF,Newcastle Utd,19,2000,9,6,575,2,0,0,0,1,0,0.31,0.00,0.31,0.31,0.31,0.4,0.4,0.2,0.07,0.03,0.10,0.07,0.10,Matches
282,Sean Longstaff,eng ENG,MF,Newcastle Utd,21,1997,23,14,"1,378",1,1,0,0,2,1,0.07,0.07,0.13,0.07,0.13,1.0,1.0,1.0,0.06,0.06,0.13,0.06,0.13,Matches
283,Dejan Lovren,hr CRO,DF,Liverpool,30,1989,10,9,777,0,1,0,0,1,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,0.3,0.04,0.04,0.07,0.04,0.07,Matches
284,Matthew Lowton,eng ENG,DF,Burnley,30,1989,17,17,"1,530",0,1,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,1.1,0.00,0.07,0.07,0.00,0.07,Matches
285,David Luiz,br BRA,DF,Arsenal,32,1987,33,32,"2,809",2,1,0,0,5,2,0.06,0.03,0.10,0.06,0.10,1.8,1.8,1.0,0.06,0.03,0.09,0.06,0.09,Matches
286,Douglas Luiz,br BRA,MF,Aston Villa,21,1998,36,28,"2,612",3,2,0,0,8,0,0.10,0.07,0.17,0.10,0.17,2.4,2.4,1.4,0.08,0.05,0.13,0.08,0.13,Matches
287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288,John Lundstram,eng ENG,MF,Sheffield Utd,25,1994,34,26,"2,458",5,3,0,0,5,0,0.18,0.11,0.29,0.18,0.29,5.2,5.2,2.4,0.19,0.09,0.28,0.19,0.28,Matches
289,Alexis Mac Allister,ar ARG,"MF,FW",Brighton,20,1998,9,4,352,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.3,0.09,0.07,0.16,0.09,0.16,Matches
290,James Maddison,eng ENG,MF,Leicester City,22,1996,31,29,"2,624",6,3,0,0,4,0,0.21,0.10,0.31,0.21,0.31,4.9,4.9,7.1,0.17,0.24,0.41,0.17,0.41,Matches
291,Harry Maguire,eng ENG,DF,Manchester Utd,26,1993,38,38,"3,420",1,1,0,0,6,0,0.03,0.03,0.05,0.03,0.05,2.0,2.0,0.5,0.05,0.01,0.07,0.05,0.07,Matches
292,Riyad Mahrez,dz ALG,FW,Manchester City,28,1991,33,21,"1,944",11,9,1,1,0,0,0.51,0.42,0.93,0.46,0.88,7.2,6.5,9.0,0.34,0.42,0.75,0.30,0.72,Matches
293,Ainsley Maitland-Niles,eng ENG,DF,Arsenal,21,1997,20,15,"1,386",0,2,0,0,6,1,0.00,0.13,0.13,0.00,0.13,0.3,0.3,1.5,0.02,0.10,0.12,0.02,0.12,Matches
294,Sadio Mané,sn SEN,FW,Liverpool,27,1992,35,31,"2,747",18,7,0,0,3,0,0.59,0.23,0.82,0.59,0.82,13.5,13.5,7.0,0.44,0.23,0.67,0.44,0.67,Matches
295,Javier Manquillo,es ESP,DF,Newcastle Utd,25,1994,21,18,"1,599",0,1,0,0,5,0,0.00,0.06,0.06,0.00,0.06,0.1,0.1,0.4,0.00,0.02,0.03,0.00,0.03,Matches
296,Solly March,eng ENG,"DF,FW",Brighton,25,1994,19,11,"1,143",0,1,0,0,2,0,0.00,0.08,0.08,0.00,0.08,1.4,1.4,0.7,0.11,0.06,0.17,0.11,0.17,Matches
297,Pablo Marí,es ESP,DF,Arsenal,25,1993,2,2,113,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
298,Adrian Mariappa,jm JAM,DF,Watford,32,1986,20,15,"1,513",0,0,0,0,6,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.4,0.01,0.02,0.04,0.01,0.04,Matches
299,Anthony Martial,fr FRA,FW,Manchester Utd,23,1995,32,31,"2,624",17,6,0,1,1,0,0.58,0.21,0.79,0.58,0.79,11.0,10.2,4.2,0.38,0.14,0.52,0.35,0.49,Matches
300,David Martin,eng ENG,GK,West Ham,33,1986,5,4,436,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
301,Josh Martin,eng ENG,FW,Norwich City,17,2001,5,0,37,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.58,0.00,0.58,0.58,0.58,Matches
302,Martinelli,br BRA,FW,Arsenal,18,2001,14,6,663,3,0,0,0,1,0,0.41,0.00,0.41,0.41,0.41,2.2,2.2,0.2,0.30,0.03,0.33,0.30,0.33,Matches
303,Emiliano Martínez,ar ARG,GK,Arsenal,26,1992,9,8,771,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
304,Adam Masina,it ITA,DF,Watford,25,1994,26,20,"1,821",1,0,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.7,0.7,0.6,0.03,0.03,0.06,0.03,0.06,Matches
305,Arthur Masuaku,cd COD,DF,West Ham,25,1993,17,10,937,0,1,0,0,6,1,0.00,0.10,0.10,0.00,0.10,0.1,0.1,1.0,0.01,0.10,0.10,0.01,0.10,Matches
306,Juan Mata,es ESP,"MF,FW",Manchester Utd,31,1988,19,8,758,0,2,0,0,1,0,0.00,0.24,0.24,0.00,0.24,1.2,1.2,1.9,0.14,0.23,0.37,0.14,0.37,Matches
307,Nemanja Matić,rs SRB,MF,Manchester Utd,30,1988,21,18,"1,581",0,2,0,0,3,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,1.3,0.01,0.07,0.09,0.01,0.09,Matches
308,Joël Matip,cm CMR,DF,Liverpool,27,1991,9,8,703,1,0,0,0,0,0,0.13,0.00,0.13,0.13,0.13,0.3,0.3,0.0,0.04,0.00,0.04,0.04,0.04,Matches
309,Neal Maupay,fr FRA,FW,Brighton,22,1996,37,30,"2,766",10,3,1,2,3,0,0.33,0.10,0.42,0.29,0.39,11.2,9.7,2.5,0.37,0.08,0.44,0.32,0.40,Matches
310,James McArthur,sco SCO,MF,Crystal Palace,31,1987,37,37,"3,090",0,3,0,0,6,0,0.00,0.09,0.09,0.00,0.09,2.4,2.4,2.6,0.07,0.08,0.15,0.07,0.15,Matches
311,Oliver McBurnie,sco SCO,FW,Sheffield Utd,23,1996,36,24,"2,113",6,0,0,0,4,0,0.26,0.00,0.26,0.26,0.26,7.7,7.7,1.5,0.33,0.06,0.39,0.33,0.39,Matches
312,Alex McCarthy,eng ENG,GK,Southampton,29,1989,28,28,"2,520",0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,James McCarthy,ie IRL,MF,Crystal Palace,28,1990,33,16,"1,680",0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.9,0.03,0.05,0.07,0.03,0.07,Matches
315,John McGinn,sco SCO,MF,Aston Villa,24,1994,28,27,"2,312",3,3,0,0,3,0,0.12,0.12,0.23,0.12,0.23,3.9,3.9,2.4,0.15,0.09,0.24,0.15,0.24,Matches
316,David McGoldrick,ie IRL,FW,Sheffield Utd,31,1987,28,22,"1,815",2,2,0,0,2,0,0.10,0.10,0.20,0.10,0.20,7.1,7.1,2.1,0.35,0.10,0.45,0.35,0.45,Matches
317,Michael McGovern,nir NIR,GK,Norwich City,35,1984,2,1,159,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
318,Kenny McLean,sco SCO,MF,Norwich City,27,1992,37,32,"2,968",1,1,0,0,5,0,0.03,0.03,0.06,0.03,0.06,1.4,1.4,2.2,0.04,0.07,0.11,0.04,0.11,Matches
319,Dwight McNeil,eng ENG,MF,Burnley,19,1999,38,38,"3,338",2,6,0,0,5,0,0.05,0.16,0.22,0.05,0.22,2.2,2.2,6.7,0.06,0.18,0.24,0.06,0.24,Matches
320,Scott McTominay,sco SCO,MF,Manchester Utd,22,1996,27,20,"1,772",4,1,0,0,2,0,0.20,0.05,0.25,0.20,0.25,1.5,1.5,0.7,0.07,0.03,0.11,0.07,0.11,Matches
321,Ben Mee,eng ENG,DF,Burnley,29,1989,32,32,"2,880",1,1,0,0,7,0,0.03,0.03,0.06,0.03,0.06,1.7,1.7,0.6,0.05,0.02,0.07,0.05,0.07,Matches
322,Benjamin Mendy,fr FRA,DF,Manchester City,25,1994,19,18,"1,492",0,2,0,0,3,0,0.00,0.12,0.12,0.00,0.12,0.3,0.3,1.4,0.02,0.08,0.10,0.02,0.10,Matches
323,Nampalys Mendy,fr FRA,MF,Leicester City,27,1992,7,4,291,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.03,0.03,0.00,0.03,Matches
324,Chris Mepham,wal WAL,DF,Bournemouth,21,1997,12,10,912,1,0,0,0,1,0,0.10,0.00,0.10,0.10,0.10,0.6,0.6,0.1,0.06,0.01,0.07,0.06,0.07,Matches
325,Max Meyer,de GER,"MF,FW",Crystal Palace,23,1995,17,6,655,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.7,0.09,0.10,0.19,0.09,0.19,Matches
326,Luka Milivojević,rs SRB,MF,Crystal Palace,28,1991,31,28,"2,513",3,1,2,2,12,0,0.11,0.04,0.14,0.04,0.07,2.5,0.9,1.8,0.09,0.07,0.15,0.03,0.10,Matches
327,James Milner,eng ENG,"MF,DF",Liverpool,33,1986,22,9,937,2,2,2,2,4,0,0.19,0.19,0.38,0.00,0.19,2.1,0.6,0.7,0.20,0.07,0.27,0.05,0.12,Matches
328,Yerry Mina,co COL,DF,Everton,24,1994,29,25,"2,284",2,1,0,0,3,0,0.08,0.04,0.12,0.08,0.12,2.2,2.2,0.2,0.08,0.01,0.09,0.08,0.09,Matches
329,Takumi Minamino,jp JPN,"FW,MF",Liverpool,24,1995,10,2,249,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.0,0.52,0.01,0.53,0.52,0.53,Matches
330,Tyrone Mings,eng ENG,DF,Aston Villa,26,1993,33,33,"2,902",2,2,0,0,7,0,0.06,0.06,0.12,0.06,0.12,1.1,1.1,0.7,0.03,0.02,0.06,0.03,0.06,Matches
331,Tyrick Mitchell,eng ENG,DF,Crystal Palace,19,1999,4,2,195,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.00,0.10,0.10,0.00,0.10,Matches
332,Henrikh Mkhitaryan,am ARM,FW,Arsenal,30,1989,3,1,112,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.19,0.18,0.37,0.19,0.37,Matches
333,Nacho Monreal,es ESP,DF,Arsenal,33,1986,3,3,270,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.03,0.08,0.11,0.03,0.11,Matches
334,Martín Montoya,es ESP,DF,Brighton,28,1991,27,23,"1,896",0,1,0,0,5,0,0.00,0.05,0.05,0.00,0.05,1.3,1.3,1.4,0.06,0.07,0.13,0.06,0.13,Matches
335,Simon Moore,eng ENG,GK,Sheffield Utd,29,1990,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
336,Aaron Mooy,au AUS,"MF,FW",Brighton,28,1990,31,25,"2,085",2,2,0,0,3,1,0.09,0.09,0.17,0.09,0.17,2.0,2.0,3.3,0.09,0.14,0.23,0.09,0.23,Matches
337,Wesley Moraes,br BRA,FW,Aston Villa,22,1996,21,21,"1,782",5,1,0,1,3,0,0.25,0.05,0.30,0.25,0.30,5.2,4.3,0.8,0.26,0.04,0.30,0.22,0.26,Matches
338,Wes Morgan,jm JAM,DF,Leicester City,35,1984,11,4,436,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.03,0.00,0.03,0.03,0.03,Matches
339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
340,Ravel Morrison,eng ENG,MF,Sheffield Utd,26,1993,1,0,13,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.17,0.00,0.17,0.17,0.17,Matches
341,Mason Mount,eng ENG,"MF,FW",Chelsea,20,1999,37,32,"2,867",7,5,0,0,3,0,0.22,0.16,0.38,0.22,0.38,7.0,7.0,4.6,0.22,0.15,0.37,0.22,0.37,Matches
342,Lucas Moura,br BRA,"FW,MF",Tottenham,26,1992,35,25,"2,242",4,4,0,0,3,0,0.16,0.16,0.32,0.16,0.32,5.7,5.7,2.4,0.23,0.10,0.33,0.23,0.33,Matches
343,Lys Mousset,fr FRA,FW,Sheffield Utd,23,1996,30,11,"1,240",6,4,0,0,1,0,0.44,0.29,0.73,0.44,0.73,4.9,4.9,2.5,0.36,0.18,0.53,0.36,0.53,Matches
344,João Moutinho,pt POR,MF,Wolves,32,1986,38,34,"3,108",1,6,0,0,7,0,0.03,0.17,0.20,0.03,0.20,0.8,0.8,6.3,0.02,0.18,0.21,0.02,0.21,Matches
345,Glenn Murray,eng ENG,FW,Brighton,35,1983,23,7,797,1,1,0,0,0,0,0.11,0.11,0.23,0.11,0.23,2.1,2.1,0.5,0.24,0.06,0.30,0.24,0.30,Matches
346,Shkodran Mustafi,de GER,DF,Arsenal,27,1992,15,13,"1,207",0,1,0,0,2,0,0.00,0.07,0.07,0.00,0.07,0.8,0.8,0.0,0.06,0.00,0.06,0.06,0.06,Matches
347,Yoshinori Mutō,jp JPN,"FW,MF",Newcastle Utd,27,1992,8,2,212,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.03,0.03,0.05,0.03,0.05,Matches
348,Georges-Kévin N'Koudou,fr FRA,FW,Tottenham,24,1995,1,0,3,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.71,0.00,0.71,0.71,0.71,Matches
349,Marvelous Nakamba,zw ZIM,MF,Aston Villa,25,1994,29,19,"1,836",0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.5,0.01,0.02,0.03,0.01,0.03,Matches
350,Wilfred Ndidi,ng NGA,MF,Leicester City,22,1996,32,29,"2,674",2,1,0,0,6,0,0.07,0.03,0.10,0.07,0.10,1.8,1.8,0.4,0.06,0.01,0.07,0.06,0.07,Matches
351,Tanguy Ndombele,fr FRA,MF,Tottenham,22,1996,21,12,"1,009",2,2,0,0,3,0,0.18,0.18,0.36,0.18,0.36,0.4,0.4,1.2,0.04,0.11,0.14,0.04,0.14,Matches
352,Reiss Nelson,eng ENG,FW,Arsenal,19,1999,17,7,631,1,0,0,0,1,0,0.14,0.00,0.14,0.14,0.14,0.9,0.9,0.7,0.12,0.10,0.22,0.12,0.22,Matches
353,Pedro Neto,pt POR,"FW,MF",Wolves,19,2000,29,9,939,3,3,0,0,3,0,0.29,0.29,0.58,0.29,0.58,2.0,2.0,2.3,0.19,0.22,0.41,0.19,0.41,Matches
354,Rúben Neves,pt POR,MF,Wolves,22,1997,38,35,"3,056",2,2,0,0,9,0,0.06,0.06,0.12,0.06,0.12,1.7,1.7,2.0,0.05,0.06,0.11,0.05,0.11,Matches
355,Jeremy Ngakia,eng ENG,DF,West Ham,18,2000,5,5,440,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01,Matches
356,Oumar Niasse,sn SEN,FW,Everton,29,1990,3,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
357,Eddie Nketiah,eng ENG,FW,Arsenal,20,1999,13,7,633,2,0,0,0,0,1,0.28,0.00,0.28,0.28,0.28,3.2,3.2,0.7,0.46,0.09,0.56,0.46,0.56,Matches
358,Mark Noble,eng ENG,MF,West Ham,32,1987,33,32,"2,674",4,3,3,3,5,0,0.13,0.10,0.24,0.03,0.13,2.8,0.5,3.0,0.09,0.10,0.19,0.02,0.12,Matches
359,Oliver Norwood,nir NIR,MF,Sheffield Utd,28,1991,38,37,"3,090",1,1,1,1,8,0,0.03,0.03,0.06,0.00,0.03,1.5,0.7,4.2,0.04,0.12,0.17,0.02,0.14,Matches
360,Ørjan Nyland,no NOR,GK,Aston Villa,28,1990,7,5,539,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
361,Jack O'Connell,eng ENG,DF,Sheffield Utd,25,1994,33,32,"2,916",0,1,0,0,4,0,0.00,0.03,0.03,0.00,0.03,1.2,1.2,2.1,0.04,0.06,0.10,0.04,0.10,Matches
362,Michael Obafemi,ie IRL,FW,Southampton,19,2000,21,8,665,3,2,0,0,1,0,0.41,0.27,0.68,0.41,0.68,1.9,1.9,1.2,0.25,0.17,0.42,0.25,0.42,Matches
363,Angelo Ogbonna,it ITA,DF,West Ham,31,1988,31,31,"2,786",2,0,0,0,4,0,0.06,0.00,0.06,0.06,0.06,1.6,1.6,0.1,0.05,0.00,0.05,0.05,0.05,Matches
364,Divock Origi,be BEL,FW,Liverpool,24,1995,28,7,717,4,1,0,0,1,0,0.50,0.13,0.63,0.50,0.63,2.0,2.0,0.2,0.25,0.03,0.28,0.25,0.28,Matches
365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
366,Ben Osborn,eng ENG,"MF,DF",Sheffield Utd,24,1994,13,6,594,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.8,0.05,0.13,0.18,0.05,0.18,Matches
367,Nicolás Otamendi,ar ARG,DF,Manchester City,31,1988,24,18,"1,715",2,0,0,0,3,0,0.10,0.00,0.10,0.10,0.10,2.4,2.4,0.2,0.13,0.01,0.13,0.13,0.13,Matches
368,Alex Oxlade-Chamberlain,eng ENG,"MF,FW",Liverpool,25,1993,30,17,"1,485",4,1,0,0,1,0,0.24,0.06,0.30,0.24,0.30,3.0,3.0,1.3,0.18,0.08,0.26,0.18,0.26,Matches
369,Mesut Özil,de GER,MF,Arsenal,30,1988,18,18,"1,438",1,2,0,0,1,0,0.06,0.13,0.19,0.06,0.19,1.3,1.3,2.3,0.08,0.14,0.22,0.08,0.22,Matches
370,Emerson Palmieri,it ITA,DF,Chelsea,24,1994,15,13,"1,024",0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.0,1.0,1.4,0.09,0.12,0.21,0.09,0.21,Matches
371,Sokratis Papastathopoulos,gr GRE,DF,Arsenal,31,1988,19,19,"1,696",2,0,0,0,6,0,0.11,0.00,0.11,0.11,0.11,1.0,1.0,0.2,0.05,0.01,0.06,0.05,0.06,Matches
372,Troy Parrott,ie IRL,MF,Tottenham,17,2002,2,0,7,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
373,Rui Patrício,pt POR,GK,Wolves,31,1988,38,38,"3,420",0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
374,Pedro,es ESP,FW,Chelsea,32,1987,11,8,661,1,1,0,0,1,0,0.14,0.14,0.27,0.14,0.27,2.9,2.9,0.8,0.39,0.11,0.50,0.39,0.50,Matches
375,João Pedro,br BRA,"FW,MF",Watford,17,2001,3,0,25,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.19,0.54,0.73,0.19,0.73,Matches
376,Nicolas Pépé,ci CIV,FW,Arsenal,24,1995,31,22,"2,010",5,6,1,1,4,0,0.22,0.27,0.49,0.18,0.45,4.7,3.9,4.4,0.21,0.20,0.40,0.17,0.37,Matches
377,Andreas Pereira,br BRA,"MF,FW",Manchester Utd,23,1996,25,18,"1,484",1,3,0,0,3,0,0.06,0.18,0.24,0.06,0.24,2.4,2.4,4.0,0.15,0.24,0.39,0.15,0.39,Matches
378,Ricardo Pereira,pt POR,DF,Leicester City,25,1993,28,28,"2,520",3,2,0,0,1,0,0.11,0.07,0.18,0.11,0.18,1.2,1.1,3.6,0.04,0.13,0.17,0.04,0.17,Matches
379,Roberto Pereyra,ar ARG,"FW,MF",Watford,28,1991,28,17,"1,648",3,0,1,1,4,0,0.16,0.00,0.16,0.11,0.11,2.6,1.8,1.8,0.14,0.10,0.24,0.10,0.20,Matches
380,Ayoze Pérez,es ESP,"MF,FW",Leicester City,26,1993,33,26,"2,004",8,4,1,1,0,0,0.36,0.18,0.54,0.31,0.49,5.7,4.9,3.8,0.25,0.17,0.42,0.22,0.39,Matches
381,Jordan Pickford,eng ENG,GK,Everton,25,1994,38,38,"3,420",0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
382,Brandon Pierrick,eng ENG,MF,Crystal Palace,17,2001,2,0,15,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,,,,,,,,,Matches
383,Erik Pieters,nl NED,"DF,MF",Burnley,30,1988,24,21,"1,878",0,4,0,0,2,0,0.00,0.19,0.19,0.00,0.19,0.6,0.6,2.6,0.03,0.12,0.15,0.03,0.15,Matches
384,Daniel Podence,pt POR,"FW,MF",Wolves,23,1995,9,3,289,1,0,0,0,0,0,0.31,0.00,0.31,0.31,0.31,1.6,1.6,0.4,0.49,0.13,0.62,0.49,0.62,Matches
385,Paul Pogba,fr FRA,MF,Manchester Utd,26,1993,16,13,"1,204",1,3,0,1,1,0,0.07,0.22,0.30,0.07,0.30,1.9,1.2,2.7,0.14,0.20,0.34,0.09,0.29,Matches
386,Nick Pope,eng ENG,GK,Burnley,27,1992,38,38,"3,420",0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.7,0.00,0.02,0.02,0.00,0.02,Matches
387,Dennis Praet,be BEL,MF,Leicester City,25,1994,27,12,"1,134",1,2,0,0,2,0,0.08,0.16,0.24,0.08,0.24,1.3,1.3,0.8,0.11,0.06,0.17,0.11,0.17,Matches
388,Sebastian Prödl,at AUT,DF,Watford,32,1987,1,1,56,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.10,0.00,0.10,0.10,0.10,Matches
389,Davy Pröpper,nl NED,MF,Brighton,27,1991,35,32,"2,829",1,2,0,0,4,0,0.03,0.06,0.10,0.03,0.10,1.3,1.3,2.2,0.04,0.07,0.11,0.04,0.11,Matches
390,Teemu Pukki,fi FIN,FW,Norwich City,29,1990,36,33,"2,886",11,3,2,2,3,0,0.34,0.09,0.44,0.28,0.37,12.4,10.8,3.1,0.39,0.10,0.48,0.34,0.43,Matches
391,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
392,Christian Pulisic,us USA,FW,Chelsea,20,1998,25,19,"1,722",9,4,0,0,0,0,0.47,0.21,0.68,0.47,0.68,7.9,7.9,3.4,0.41,0.18,0.59,0.41,0.59,Matches
393,Ignacio Pussetto,ar ARG,"FW,DF",Watford,23,1995,7,0,74,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
394,Domingos Quina,pt POR,MF,Watford,19,1999,4,0,22,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.08,0.00,0.08,0.08,0.08,Matches
395,Aaron Ramsdale,eng ENG,GK,Bournemouth,21,1998,37,37,"3,330",0,1,0,0,0,0,0.00,0.03,0.03,0.00,0.03,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00,Matches
396,Darren Randolph,ie IRL,GK,West Ham,32,1987,2,2,180,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
397,Marcus Rashford,eng ENG,FW,Manchester Utd,21,1997,31,31,"2,643",17,7,6,8,3,0,0.58,0.24,0.82,0.37,0.61,17.5,11.4,4.6,0.60,0.16,0.75,0.39,0.55,Matches
